id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10036354,Double room in Edinburgh attic flat,15140323,Tim,,Morningside,55.92724,-3.21195,Private room,35,2,12,2017-09-12,0.28,2,0
10041249,2 Bed Apartment - Great Views,4972160,Niki,,Abbeyhill,55.95446,-3.16385,Entire home/apt,75,2,148,2019-06-24,3.49,1,88
10047516,3 BED CENTRAL LUXURY WITH JACUZZI,17979378,Tim,,"Old Town, Princes Street and Leith Street",55.94917,-3.18883,Entire home/apt,195,2,79,2019-06-11,1.86,2,279
10052138,Charming Flat in Stockbridge Colonies,8283345,Sue,,Stockbridge,55.96187,-3.20597,Entire home/apt,70,1,143,2019-06-23,3.37,1,300
10055673,Spacious Room Comfy Bed Great Flat,51604925,Dan,,Meadowbank and Abbeyhill North,55.95578,-3.15383,Private room,25,1,0,,,1,0
10070966,"The Elgin Terrace, Edinburgh City",30723967,Lira,,Hillside and Calton Hill,55.96128,-3.17258,Entire home/apt,70,2,30,2017-07-18,0.72,1,50
10083233,Double 10 min prince Steet – B,42110928,Luisa,,Canonmills and New Town North,55.9593,-3.19992,Private room,200,2,0,,,4,0
10083295,Double  10 min  Prince Steet - A,42110928,Luisa,,Canonmills and New Town North,55.95828,-3.20151,Private room,80,2,0,,,4,0
10086461,Bright and spacious room in a vintage flat,51395930,Lukasz,,Newington and Dalkeith Road,55.94011,-3.17766,Private room,32,2,317,2019-06-20,7.56,2,213
10095151,Modern 2 bedroom flat city centre,51801090,Joy,,Broughton North and Powderhall,55.96745,-3.19549,Entire home/apt,250,3,0,,,1,0
10101077,Ensuite family room with a sea view,51787727,Seabreeze Sal,,Joppa,55.94788,-3.09415,Private room,80,2,0,,,4,0
10111675,Luxury 1-bed apartment City Centre,18199173,SouthSide,,Dalry and Fountainbridge,55.94446,-3.21549,Entire home/apt,65,7,34,2019-06-02,0.84,10,298
10114645,Blair Angus - Royal Mile Apartment,50436362,Liz,,"Old Town, Princes Street and Leith Street",55.95159,-3.18134,Entire home/apt,183,3,0,,,2,107
10116913,Gorgeous Views Close to Central Edi,43567453,Joe,,Newington and Dalkeith Road,55.93607,-3.16797,Private room,20,1,1,2016-01-03,0.02,2,0
10116974,"2 rooms in family home , dbl + sg",51917603,Jane,,Northfield and Piershill,55.94655,-3.13428,Private room,45,1,0,,,1,0
10136782,Single 10 min Prince Street – C,42110928,Luisa,,Canonmills and New Town North,55.95797,-3.20169,Private room,50,2,0,,,4,0
10137008,Single 10 min Prince Street – D,42110928,Luisa,,New Town West,55.95811,-3.20171,Private room,50,1,0,,,4,0
10142027,Picture Perfect View of Forth Road Bridge,2408509,Anne,,Queensferry East,55.98858,-3.3993,Private room,55,1,59,2019-06-23,1.39,4,348
10142179,Rose Street Residence,47862161,"Valentina, Richard And David",,Deans Village,55.95277,-3.20057,Entire home/apt,400,2,97,2019-06-07,2.46,2,196
10148664,"Double Room in quiet area, close to city centre.",42111154,Peter,,"Bingham, Magdalene and The Christians",55.93909,-3.12117,Private room,42,1,28,2019-06-09,1.23,1,32
10160178,double futon in livingroom,2408509,Anne,,Granton West and Salvesen,55.97457,-3.24864,Shared room,50,1,39,2019-05-12,1.11,4,352
10174257,City centre room (double bed),10567197,Neil,,Meadows and Southside,55.94097,-3.2031,Private room,40,3,71,2019-06-12,1.68,2,82
10174874,Artisan Flat in Central Edinburgh,52242420,Lorene,,Marchmont West,55.9369,-3.19485,Private room,43,2,165,2019-06-15,3.97,3,275
10183884,2 Bedrooms Modern Flat,17398633,Alberto,,"Canongate, Southside and Dumbiedykes",55.94537,-3.18607,Entire home/apt,70,2,113,2019-06-15,2.95,1,90
10185599,Leith Walk Cozy 2 Rooms Apartment,52307957,Terri Yin,,South Leith,55.96548,-3.175,Entire home/apt,55,2,31,2019-06-11,0.79,1,350
10191983,West End Luxury Apartment,15080568,Alison & Olya,,Deans Village,55.94881,-3.2174,Entire home/apt,150,2,121,2018-12-16,2.85,1,176
10194646,Luxury apartment perfect location,32446329,Mark,,Hillside and Calton Hill,55.9582,-3.18322,Entire home/apt,95,2,265,2019-06-17,6.25,2,309
10197463,Modern Apartment with Lift Access,21859509,Matthew,,Newington and Dalkeith Road,55.9419,-3.17651,Entire home/apt,53,15,31,2017-07-29,0.73,1,0
10198780,Double bed in spacious flat,52391330,Erwan,,Bruntsfield,55.93758,-3.20924,Private room,25,1,9,2017-01-02,0.22,1,0
10205335,Spacious central room in Edinburgh,42363464,Freddie,,New Town East and Gayfield,55.95952,-3.18782,Private room,100,2,1,2016-08-17,0.03,2,0
10216720,1 Bedroom flat in central Edinburgh,33488803,Solmaz,,Hillside and Calton Hill,55.95838,-3.17267,Entire home/apt,109,1,3,2016-12-30,0.09,1,0
10220928,Huge Ensuite Double Room,1940181,Ray,,Marchmont West,55.93786,-3.20334,Private room,396,1,0,,,1,179
10237538,Cosy & Quiet 3 Bed with Private Parking,39004550,Rachel,,Stenhouse and Saughton Mains,55.93099,-3.25153,Entire home/apt,100,1,87,2019-06-16,2.11,1,5
10244012,Kew Terrace Luxury Apartment,23292428,Kathryn,,Deans Village,55.94499,-3.23194,Entire home/apt,85,2,78,2019-06-21,1.98,1,205
10265486,"Relax in a Bright, Stylish City Centre Apartment",1647713,Dunc & Dee,,Deans Village,55.95425,-3.20101,Entire home/apt,90,3,202,2019-06-14,5.06,4,114
10265858,Vibrant Apartment Close to Edinburgh Castle,1647713,Dunc & Dee,,Tollcross,55.94528,-3.20109,Entire home/apt,100,3,183,2019-06-10,4.95,4,120
10268441,200 yr old characterful property,52797612,Lorna,,Bonaly and The Pentlands,55.89496,-3.30794,Entire home/apt,200,7,0,,,1,0
10270751,Bright relaxing one bed flat,39502715,Deirdre,,The Shore and Constitution Street,55.97533,-3.16499,Entire home/apt,50,3,25,2018-06-21,0.70,1,250
10275332,Edinburgh Ground Floor Apartment **Free parking**,37607775,Lyndsey,,Gorgie West,55.93703,-3.23436,Entire home/apt,99,2,48,2019-06-24,1.37,1,77
10281557,Capital Guest House (sleeps 4 ),12511665,Kramat,,The Grange,55.93383,-3.17662,Private room,99,2,2,2016-04-11,0.05,4,0
10282250,Double room (en-suite),12511665,Kramat,,The Grange,55.93338,-3.17672,Private room,60,2,0,,,4,0
10285812,Lovely central 3DB beside Bruntsfield Links park,52908176,Robert,,Merchiston and Greenhill,55.93597,-3.20753,Entire home/apt,208,2,106,2019-06-09,2.56,1,31
10289057,Comfy double room in city centre,52926893,Steph,,Bruntsfield,55.93943,-3.20776,Private room,52,2,28,2017-08-22,0.68,1,0
10291275,Studio Flat Edinburgh Free parking,9956902,Anthony,,Leith (Albert Street),55.9616,-3.17463,Entire home/apt,45,2,83,2019-06-20,2.04,1,92
10291599,Greatbase - Green Cottage,3347799,Katie,,Trinity,55.9742,-3.21063,Entire home/apt,125,3,5,2018-05-28,0.12,29,322
10303030,Elegant 2 Bedroom Central Apartment,53010781,Ruta,,Bruntsfield,55.93739,-3.20768,Entire home/apt,89,2,14,2019-06-25,0.39,1,0
10305294,"Whole house with wifi, hot tub, home office",25582308,Rick&Fiona,,Fairmilehead,55.89817,-3.20674,Entire home/apt,350,3,5,2018-08-21,0.14,4,73
10309863,"Beautiful, Central Apartment",51620642,Jackie,,New Town East and Gayfield,55.96021,-3.18395,Entire home/apt,200,3,16,2018-10-01,0.42,1,20
10310975,Stay in our Stylish 5* Edinburgh Boutique Retreat,21489404,Claire,,Polwarth,55.93936,-3.22046,Entire home/apt,90,1,333,2019-06-24,8.90,1,109
10316686,Modern two bed flat with balcony,24332806,Callum And Kirstin,,Shandon,55.93603,-3.23548,Entire home/apt,80,2,6,2016-08-29,0.17,1,0
10317775,"Bright & Stylish West End Apartment, sleeps 2-4",53090396,Jamie,,Deans Village,55.95101,-3.21754,Entire home/apt,49,2,155,2019-06-18,3.97,1,152
10326686,Charming warehouse apartment with private parking,53139357,Helen,,North Leith and Newhaven,55.97698,-3.17521,Entire home/apt,75,2,8,2019-05-26,0.63,1,103
10327611,Spacious 2 Bed Ed Festival Let,53144740,Mark,,Slateford and Chesser,55.92948,-3.24717,Entire home/apt,100,2,3,2016-08-17,0.09,1,0
10350841,Lovely stylish room in city centre,53271933,Hannah-Jayne,,"Old Town, Princes Street and Leith Street",55.95587,-3.19203,Private room,48,3,0,,,1,0
10352688,Small single bed in central flat,53279269,Sam,,Gorgie East,55.93623,-3.23085,Private room,30,10,3,2018-09-23,0.11,2,360
10354109,Canadale Guest House,53287880,Catherine,,Pilrig,55.96615,-3.17999,Private room,120,1,1,2017-04-15,0.04,2,364
10354526,"Central, spacious Stockbridge flat.",53289792,Stuart & Sarah,,Stockbridge,55.95751,-3.20867,Entire home/apt,200,2,17,2019-05-27,0.45,1,14
10357300,"Double Room in Luxury Home, Sun-Thu",35767420,Focus,,"Dalmeny, Kirkliston and Newbridge",55.95989,-3.40834,Private room,25,5,5,2016-04-26,0.12,1,0
10359517,Forth Reflections - Self Catering,53317459,Lorna,,Queensferry East,55.98926,-3.39328,Entire home/apt,100,3,13,2018-10-26,0.33,1,326
10360787,Vibrant and Friendly Double Bedroom,53325063,Charlotte,,Meadows and Southside,55.9417,-3.18273,Private room,45,1,24,2018-07-12,0.69,3,0
10385455,Big Room In The Heart Of The City,39831463,Miguel,,Deans Village,55.95219,-3.20148,Private room,30,2,54,2019-06-16,4.19,1,3
10406100,"Spacious, central Flat (sleeps 7)",18001539,Andrew,,"Old Town, Princes Street and Leith Street",55.94997,-3.18496,Entire home/apt,98,2,83,2019-05-19,2.02,1,277
10429306,Fountainbridge Central Apartment,37214610,Jolly And Piotr,,Tollcross,55.94386,-3.20431,Entire home/apt,92,2,200,2019-06-20,4.83,3,57
10429762,SUPERB & BRIGHT City Centre Flat,53719879,Justin,,Meadows and Southside,55.9438,-3.18584,Entire home/apt,77,3,90,2019-05-30,2.17,1,10
10430129,Canadale Guest House 2,53287880,Catherine,,Pilrig,55.96528,-3.18158,Private room,65,1,9,2019-05-31,0.23,2,333
10432152,Stylish Pad in one of Edinburgh’s Best Locations!,4175592,Colin,,Hillside and Calton Hill,55.95893,-3.17974,Entire home/apt,70,2,278,2019-06-25,6.68,4,183
10432576,1 bedroom in west edinburgh near airport 12-1,53736254,Dan,,The Calders,55.92196,-3.29308,Private room,999,599,3,2017-05-28,0.08,5,358
10436204,"Cosy wee room, great location",53758295,Catherine,,Meadowbank and Abbeyhill North,55.95869,-3.17007,Private room,27,2,78,2019-06-22,2.22,1,102
10445630,Double Room in Edinburgh City Centre Flat,33231967,Tom,,Meadows and Southside,55.94004,-3.18238,Private room,55,2,45,2019-06-09,1.15,1,4
10445760,"Bright, Central, Large and Safe",3717213,Richard,,South Leith,55.96554,-3.17516,Private room,38,2,0,,,2,0
10447136,Modern Flat in Dean Village,53821109,Elsbeth,,Deans Village,55.95201,-3.21881,Entire home/apt,109,2,17,2017-08-28,0.48,1,0
10459603,Stylish 3 bed flat-castle views,35159615,Katarina,,Bruntsfield,55.94102,-3.20652,Entire home/apt,99,1,17,2019-06-18,1.25,1,20
10462524,"South Wing, Old Swanston Farmhouse",43360661,Brian,,Bonaly and The Pentlands,55.89124,-3.21709,Entire home/apt,100,3,2,2016-10-01,0.06,1,0
10463672,Spacious en-suite in City Centre,47257046,Peter,,Meadows and Southside,55.94266,-3.19471,Private room,60,3,66,2018-09-30,1.58,2,177
10469353,"The Wee Thistle, Grassmarket by Edinburgh Castle",53950239,Gavin,,"Old Town, Princes Street and Leith Street",55.94708,-3.19925,Entire home/apt,79,2,184,2019-05-30,5.01,2,93
10469591,Bright 2 bedroom flat - city centre,53951456,Max And Erica,,Hillside and Calton Hill,55.95927,-3.17208,Entire home/apt,180,2,22,2018-09-30,0.62,1,0
10470142,Excellent views of Holyrood Park,53954735,Lucy,,"Canongate, Southside and Dumbiedykes",55.9533,-3.15811,Private room,50,1,18,2019-03-06,0.45,1,1
10470355,Cosy room in a luxurious new flat.,47257046,Peter,,Meadows and Southside,55.94401,-3.19546,Private room,60,1,6,2019-06-23,0.15,2,138
10471893,"Beach Bedsit, Portobello - 2nd of 2",1596537,Justin & Eva !,,Portobello,55.95558,-3.11239,Private room,55,2,19,2018-11-24,0.51,3,115
10484746,Wall Street Journal Featured 3bed/3bath Apartment,50588509,Sarah,,Tollcross,55.9483,-3.20904,Entire home/apt,175,2,199,2019-06-20,4.87,1,34
10491533,"Double room in Leith, Edinburgh #SunshineOnLeith",9301844,Beth & Dan,,South Leith,55.96509,-3.17235,Private room,30,2,99,2019-04-20,2.36,1,61
10492919,Abbotsford Apartment & Yoga Studio,45224093,Caroline,,Merchiston and Greenhill,55.93094,-3.2124,Private room,200,5,39,2019-06-04,1.02,1,89
10506553,Edinburgh Murrayfield 3 Bedroom Fla,54171615,Sarah,,Murrayfield and Ravelston,55.94583,-3.24366,Entire home/apt,120,5,19,2019-05-29,0.46,1,200
10517191,Charming Victorian Flat Center,32217120,Marita,,Meadows and Southside,55.94342,-3.18346,Private room,90,2,60,2019-05-28,1.46,1,318
10532512,Traditional Scottish tenement Double room,54312380,Mark,,The Shore and Constitution Street,55.97508,-3.16563,Private room,60,3,0,,,1,0
10532540,"73B: A unique, city centre, main door apartment",54312384,Caroline,,Bruntsfield,55.93891,-3.20713,Entire home/apt,77,2,176,2019-06-16,5.06,1,244
10534528,Ideal Central Private Room,35886756,Dorothy,,Canonmills and New Town North,55.96052,-3.19404,Private room,50,1,135,2019-06-18,3.30,2,17
10534615,Spacious 2BD flat close to City Centre: great area,10444994,Edward,,Canonmills and New Town North,55.96171,-3.19599,Entire home/apt,75,2,33,2017-10-29,0.92,2,84
10543821,Cosy flat very near the centre,16361155,Louise,,Abbeyhill,55.95672,-3.17066,Entire home/apt,90,3,33,2018-08-11,0.86,1,0
10543971,Spacious comfortable Haymarket room,54372940,Sandy,,Dalry and Fountainbridge,55.94225,-3.21975,Private room,48,2,104,2019-05-31,2.64,1,317
10546911,Ideal Central Private 2nd Room,35886756,Dorothy,,Canonmills and New Town North,55.96097,-3.19431,Private room,45,1,142,2019-06-24,3.45,2,24
10547278,Large Luxury central flat close to the royal mile,54392748,Mac,,Meadows and Southside,55.94278,-3.19382,Entire home/apt,160,2,18,2018-08-26,0.45,1,147
10555918,Double/Twin Room with private bathroom,6748379,City Reteat,,"Old Town, Princes Street and Leith Street",55.95565,-3.19087,Private room,23,1,120,2019-06-04,3.03,8,49
10556223,Double/Twin en-suite Room,6748379,City Reteat,,Hillside and Calton Hill,55.95589,-3.17474,Private room,50,1,56,2019-05-27,1.69,8,101
10557584,Cosy central 2-bed Edinburgh flat,53279269,Sam,,Gorgie West,55.93794,-3.23293,Entire home/apt,75,4,18,2017-08-20,0.45,2,298
10557973,Double Bedroom in The Shore,54455402,Justyna,,The Shore and Constitution Street,55.97739,-3.17155,Private room,45,1,11,2016-09-18,0.28,1,0
10564559,Crawford Home Double Downstairs,42257755,Sonya,,East Craigs South,55.94654,-3.29763,Private room,25,1,216,2019-06-23,5.98,4,26
10569408,High End Castle View Apartment- 21 Hanover Street,54516816,Mairi Anne,,"Old Town, Princes Street and Leith Street",55.95294,-3.19676,Entire home/apt,210,3,38,2019-06-09,0.97,1,242
10572135,"Infirmary Street, Edinburgh",39124520,William,,"Old Town, Princes Street and Leith Street",55.94782,-3.18636,Entire home/apt,87,5,12,2019-06-20,0.34,1,5
10582426,Double room in an amazing penthouse,39327585,Yan,,North Leith and Newhaven,55.97738,-3.18179,Private room,25,1,67,2017-05-02,1.62,2,0
10586661,Detached house in quiet cul de sac,247763,Sarah,,Granton South and Wardieburn,55.9787,-3.22183,Entire home/apt,200,7,0,,,1,0
10589550,Lovely Spacious Apartment in Fabulous New Town,54632427,John,,New Town West,55.95727,-3.20436,Entire home/apt,140,2,42,2019-06-15,1.05,1,31
10589988,Modern and Cosy Apartment in Edinburgh /parking,51448645,Daria,,Easter Road and Hawkhill Avenue,55.96355,-3.16991,Entire home/apt,94,2,53,2019-06-20,4.73,1,151
10591425,Gone Native - Flat,52242420,Lorene,,Marchmont West,55.93499,-3.19795,Entire home/apt,95,2,2,2019-01-02,0.16,3,264
10591449,Secrete Edinburgh Flat,52242420,Lorene,,Marchmont West,55.93659,-3.1965,Private room,43,2,47,2019-06-16,1.18,3,285
10616701,Lovely cosy 2 bed Edinburgh flat ❤️,13253365,Kate,,Gorgie West,55.93958,-3.23416,Entire home/apt,93,7,14,2019-02-14,0.35,3,309
10627641,Grand apartment with panoramic view,13411538,Pip,,New Town West,55.9528,-3.2141,Entire home/apt,100,3,135,2019-06-09,3.27,1,0
10631159,Charming Victorian Flat with Amazing Views,4107211,Susanne & John,,Newington and Dalkeith Road,55.9368,-3.17375,Entire home/apt,115,3,139,2019-06-10,3.38,1,153
10643459,SOUTHSIDE SPACIOUS FLAT  SLEEPS 8,54714349,Jane,,Meadows and Southside,55.93952,-3.17992,Entire home/apt,100,1,36,2018-09-02,0.90,22,28
10646980,Lovely Victorian flat in vibrant Leith,9876626,Anamaria & Mike,,Great Junction Street,55.9732,-3.17552,Entire home/apt,60,3,113,2019-06-18,2.76,2,32
10650986,"A bright, stylish 2 bed flat",13957652,Helen,,South Leith,55.97189,-3.16255,Entire home/apt,140,1,7,2016-08-28,0.19,1,0
10665195,HOLYROOD APARTMENT,54714349,Jane,,Newington and Dalkeith Road,55.94041,-3.17598,Entire home/apt,90,1,164,2019-06-08,6.09,22,20
10672546,Cosy  small double in  Morningside  apartment,36864765,Liliana,,Morningside and Craighouse,55.92443,-3.21018,Private room,49,3,0,,,4,137
10691220,"Lovely 2 double bed flat, with parking.",46968270,Max,,Polwarth,55.93688,-3.22128,Entire home/apt,150,1,5,2017-08-14,0.14,1,0
10693104,"Big, Bright, Beautiful Murrayfield Apartment",55109646,G,,Balgreen and Roseburn,55.94396,-3.25075,Entire home/apt,150,5,2,2017-10-28,0.08,1,365
10693749,DETACHED PRIVATE GARDEN STUDIO,52103586,Neil,,Duddingston and Portobello South,55.94357,-3.11743,Private room,60,2,11,2018-07-23,0.26,2,349
10693931,Quirky Apt Walking Distance to Castle & Royal Mile,54611046,Isabella & Callum,,Tollcross,55.94164,-3.20343,Entire home/apt,76,1,84,2019-06-20,5.19,2,26
10694996,40A Cumberland Street,55255514,Charles,,Canonmills and New Town North,55.95809,-3.19991,Private room,40,1,0,,,1,0
10698007,Double room in Central Edinburgh - shared flat,49579744,Jack,,Tollcross,55.945,-3.20422,Private room,40,1,3,2017-08-13,0.13,1,0
10704782,Stylish Central Flat for 4,13037611,Dave & Tokes,,Hillside and Calton Hill,55.9582,-3.17416,Entire home/apt,100,3,0,,,3,10
10714994,North Castle Street Luxury 3 Bedroom/3 Bathroom,28146998,Victor,,New Town West,55.95405,-3.20492,Entire home/apt,400,3,124,2019-06-24,3.46,1,322
10720339,The Skyline @ North Charlotte St- Free Parking,20923270,Siobhan,,Deans Village,55.95221,-3.2065,Entire home/apt,278,2,3,2018-05-28,0.09,21,358
10738249,"The 'West Wing' in Leafy Trinity, Edinburgh",15863945,Fiona,,Trinity,55.97339,-3.21361,Entire home/apt,79,2,114,2019-06-23,3.14,1,115
10745038,Spacious Double in Family Home,55549854,Katherine,,Currie East,55.89602,-3.31182,Private room,29,2,4,2016-07-18,0.10,1,0
10760890,Lovely Victorian Terrace large living spaces,10891785,Brett,,Easter Road and Hawkhill Avenue,55.96054,-3.16898,Entire home/apt,93,2,52,2019-05-27,1.31,2,106
10762221,Modern 3 Bed Flat near Haymarket - FREE PARKING,55656385,Rachel,,Gorgie East,55.94352,-3.22677,Entire home/apt,70,2,135,2019-06-20,3.44,1,137
10763082,Skylight Double with Private Street Access,55658465,Mairi,,Marchmont East and Sciennes,55.93841,-3.18223,Private room,75,2,41,2019-06-09,1.03,1,132
10783807,Single Bedroom Available,7713598,Lorna,,Boswall and Pilton,55.9788,-3.21681,Private room,25,21,56,2018-04-16,2.06,5,365
10810320,"Central, 4 bedroom contemporary family townhouse.",38453573,Peter,,Bruntsfield,55.93917,-3.20966,Entire home/apt,270,5,2,2017-08-20,0.09,1,15
10824881,Homely and Sunny Private Leith Room Near The City,30597988,Katie,,South Leith,55.96615,-3.1753,Private room,34,2,17,2019-03-31,0.43,1,329
10826453,"Beautiful, Spacious Double Room",24079321,Euan,,Craiglockhart,55.931,-3.22891,Private room,30,2,108,2019-06-14,2.81,1,0
10830425,The Park @ Holyrood,45130292,Karin,,"Canongate, Southside and Dumbiedykes",55.95153,-3.17719,Entire home/apt,150,2,83,2019-04-22,2.09,2,278
10844544,SCANDI CHIC apartment in TRENDY Stockbridge!!,19003317,Natalia,,New Town West,55.95872,-3.20707,Entire home/apt,75,2,61,2019-06-20,5.40,1,152
10849993,Stunning Flat with Castle Views,1585788,Sue,,Tollcross,55.94564,-3.2063,Entire home/apt,70,3,1,2016-02-07,0.02,1,23
10858847,Enchanting 16th Century Dovecot Cottage in Private Garden.,56246991,Sarah,,Morningside,55.93209,-3.20197,Entire home/apt,150,2,259,2019-06-23,7.21,1,202
10860189,Vibrant Re-Imagined Flat with City Views,54265225,Susanne,,South Leith,55.96666,-3.17485,Entire home/apt,75,2,195,2019-06-09,5.34,2,308
10869238,Cowgate - Bed in a 4 bed mixed dorm,33888237,Cowgate,,"Old Town, Princes Street and Leith Street",55.94923,-3.18937,Shared room,35,1,2,2016-04-01,0.05,6,326
10880287,Deluxe G/F 2 bedroom apartment Free parking,56320999,Glenda,,Western Harbour and Leith Docks,55.97627,-3.15972,Entire home/apt,90,2,131,2019-06-16,3.22,2,309
10883853,Smart 5 bed City Centre Apartment,43520046,Angus,,New Town West,55.9551,-3.20134,Entire home/apt,375,2,74,2019-06-23,2.00,1,80
10892606,Central Grassmarket Apartment,17831549,Terry,,Tollcross,55.94616,-3.19779,Entire home/apt,80,2,249,2019-06-20,6.16,3,128
10906952,Beach themed double bedroom and private bathroom,56526608,Katrina,,West Pilton,55.97221,-3.23541,Private room,40,1,21,2019-06-22,0.56,1,347
10914860,Ravelston lovely big 3 bed gnd flr in Edinburgh,56574986,Cathy,,Blackhall,55.95623,-3.24806,Entire home/apt,90,1,47,2019-02-21,1.19,1,0
10920979,comfortable double room,8481792,Ewan & Taryn,,"Bingham, Magdalene and The Christians",55.94227,-3.11318,Private room,25,2,322,2018-11-05,7.82,1,0
10935329,DETACHED GARDEN STUDIO PRIVATE,52103586,Neil,,Duddingston and Portobello South,55.94166,-3.11725,Entire home/apt,61,2,91,2019-06-09,2.24,2,326
10940310,Spacious 2 bedroom flat in Costorphine Hill,11439180,Hector & Evy,,Corstorphine North,55.95119,-3.28592,Entire home/apt,25,14,12,2017-01-01,0.31,1,0
10942641,Double room in quiet flat,9222310,Bonnie,,Hillside and Calton Hill,55.95918,-3.17003,Private room,35,1,47,2019-06-02,1.16,1,350
10942644,Georgian Cottage in the City,43868801,Sarah,,Willowbrae and Duddingston Village,55.94112,-3.14723,Entire home/apt,185,3,10,2017-08-19,0.27,1,0
10943760,2 lovely double rooms in Edinburgh,56731006,Mary,,Merchiston and Greenhill,55.93313,-3.20974,Private room,80,2,47,2019-06-10,1.18,1,0
10944167,2 BR City Centre Mews House W/ Free Secure Parking,37414469,Mike,,Deans Village,55.95018,-3.20929,Entire home/apt,1000,1,224,2019-06-20,6.85,1,111
10953374,Stylish Traditional Edinburgh Flat,53319752,Sarah,,Western Harbour and Leith Docks,55.97245,-3.16042,Entire home/apt,80,2,22,2019-06-09,0.55,1,80
10955968,"Quiet, comfortable double room",56822984,Lucy,,Trinity East and The Dudleys,55.97702,-3.20017,Private room,40,1,31,2019-06-18,0.88,1,0
10956706,"City Apartment  , FREE PARKING",56829802,Gill,,Meadowbank and Abbeyhill North,55.95837,-3.16364,Entire home/apt,80,2,26,2019-06-12,0.66,1,288
10968607,Lovely flat in Morningside,19865982,Shona,,Morningside and Craighouse,55.92475,-3.21533,Entire home/apt,100,1,4,2017-08-24,0.17,1,0
10976693,"Old Town Hidden Castle Gem (Ground Floor, sleep 4)",56877820,Catriona,,Tollcross,55.94605,-3.19899,Entire home/apt,52,2,170,2018-12-29,4.28,1,52
10979367,Calton Hill Idyllic cottage feel next 2 Princes St,42032405,Rosemarie,,"Old Town, Princes Street and Leith Street",55.95523,-3.18645,Entire home/apt,63,2,158,2019-04-25,3.90,1,34
10980081,Luxury City Centre Living,33181664,Jane,,Canonmills and New Town North,55.9588,-3.1988,Entire home/apt,320,1,90,2019-06-09,2.24,3,21
10993568,Flat in centre of Edinburgh,53321759,Victoria,,Meadows and Southside,55.94172,-3.18325,Private room,36,1,14,2016-09-04,0.38,1,0
11002060,Hip & Friendly Home!,1889679,Pablo,,Marchmont East and Sciennes,55.93817,-3.1945,Private room,30,2,151,2019-06-15,3.69,1,12
11008378,High Street Hostel,36155037,High Street Hostel,,"Old Town, Princes Street and Leith Street",55.95038,-3.18562,Shared room,50,1,0,,,1,0
11017129,Immaculate 2 bedroom 1st floor flat Edinburgh,57169223,Roy,,"Inverleith, Goldenacre and Warriston",55.96956,-3.20708,Entire home/apt,120,2,6,2016-11-16,0.17,1,0
11027399,The Mansion @ The Grange,20923270,Siobhan,,Marchmont West,55.93422,-3.20268,Entire home/apt,660,2,8,2019-04-22,0.20,21,316
11031410,"Bright, modern, central apartment",57176151,Terry,,Broughton South,55.96241,-3.18268,Entire home/apt,200,3,9,2018-06-05,0.26,1,258
11082440,Gardner’s Crescent: 3 bedroom 1st floor sleeps 2-7,20470763,Paul & Dorothy,,Tollcross,55.94586,-3.20952,Entire home/apt,150,3,39,2018-08-27,1.07,1,13
11107669,Charming family house 2 minutes walk to beach.,30302482,Sarah,,Joppa,55.9492,-3.10146,Entire home/apt,214,7,8,2018-08-20,0.22,1,282
11109067,Modern 2 Bed Flat - Close to City Centre,54934894,Mark,,Pilrig,55.96971,-3.18258,Entire home/apt,55,3,29,2019-06-04,0.83,1,3
11110885,Family apartment in Bruntsfiels,12034787,Maria (Dea),,Bruntsfield,55.93766,-3.20949,Entire home/apt,80,6,10,2018-08-17,0.26,1,0
11112677,Quiet Central Georgian Property,57729846,Jane,,Hillside and Calton Hill,55.95856,-3.18141,Private room,67,1,4,2018-08-06,0.15,1,0
11114350,"BRIGHT, SPACIOUS GREAT LOCATION",42016449,Ashley,,New Town East and Gayfield,55.95825,-3.18523,Entire home/apt,150,3,1,2017-05-28,0.04,5,76
11124605,Charming spacious double room in  Victorian house,10037358,Jacobine,,Greenbank and The Braids,55.91961,-3.21404,Private room,40,2,97,2019-06-15,2.47,1,317
11136629,NEW LISTING- Spacious and Homely,57874767,Lorna,,Boswall and Pilton,55.97351,-3.22493,Private room,35,1,0,,,1,0
11136727,Fantastic & Central Marchmont Flat - 3 Bedrooms,6951896,Jonathan,,Marchmont West,55.93856,-3.19597,Entire home/apt,180,2,0,,,2,36
11155149,The Cozy Edina Place  - 15 min walk to Royal Mile,13135752,Pier,,Easter Road and Hawkhill Avenue,55.96037,-3.16939,Entire home/apt,77,2,157,2019-06-09,3.86,7,26
11164615,Convenient Dorm At City Centre,20706585,Emma,,"Old Town, Princes Street and Leith Street",55.95021,-3.18278,Private room,30,1,4,2016-08-24,0.11,1,0
11172978,Bright and homely 2 bed apartment with parking,27945785,Peter,,"Craigleith, Orchard Brae and Crewe Toll",55.95632,-3.22852,Entire home/apt,1000,1,22,2019-06-21,3.69,1,160
11178684,The WEE GEM (Countryside & City),1435640,Vicky McCann,,"Ratho, Ingliston and Gogar",55.95896,-3.33355,Entire home/apt,175,3,15,2019-05-07,0.40,1,22
11193046,Central double room with two resident house cats,58278338,Judith,,Hillside and Calton Hill,55.95841,-3.17718,Private room,50,2,135,2018-10-23,3.42,1,0
